# 17-cut-sweep-manifest.tsv — Phase 17 (Ambient Extras) criterion-3 sweep data.
# Schema (tab-separated, 9 columns, # comments allowed):
#   ID  PLAN  UNIT  ARTIFACT  CONSUMER  SCOPE  REF  MODE  NOTE
#
# ARTIFACT vocabulary: exec:<path> | file:<path> | dir:<path> |
#   sym:<path>::<literal> | none
# CONSUMER: repo-relative path | "-" (no consumer) | glob:<name-pattern>
#   (enumerate every matching file via `find . -name <pattern>`)
# SCOPE: file | array:<NAME> | nocomment
# REF: fixed string by default; an ERE only when prefixed `re:`
# MODE: pair | branch | warn | empty
#
# Row IDs are stable and are quoted in 17-SWEEP-REPORT.md. S-NN =
# artifact<->consumer pairs and invariants; E-NN = emptiness assertions.
# Every ARTIFACT/CONSUMER/REF value below was transcribed from the
# shipped repo text at Task 2 execution time (2026-08-10), not from
# 17-06-PLAN.md's own <sweep_inventory> predictions.
#
# The phase-17 invariant token set used by S-22/S-23/E-01/E-02 (the
# "carries zero phase-17 tokens" rows) is NOT a bare noun/filename list —
# bare "wallpaper-picker", "gaming-mode-toggle.sh" and "quickshell-doctor"
# are deliberately EXCLUDED because those files/names predate Phase 17
# (windowrules.lua:46/:72-73's pre-existing lines are exactly the
# false-positive traps this precision exists to dodge). Only genuinely
# NEW-this-phase file names and NEW-this-phase symbol names are tokens.
# Verified live at authoring time: zero hits in windowrules.lua, zero in
# autostart.lua, zero across all 38 *.qml files.

# ── AMB-01 track ──────────────────────────────────────────────────────
S-12	17-03	compliant-mpvpaper-layers.json fixture	file:hypr/.config/hypr/scripts/tests/quickshell-fixtures/compliant-mpvpaper-layers.json	hypr/.config/hypr/scripts/quickshell-doctor	file	compliant-mpvpaper-layers.json	pair	named by the --self-test replay
S-13	17-03	poisoned-offlevel-mpvpaper-layers.json fixture	file:hypr/.config/hypr/scripts/tests/quickshell-fixtures/poisoned-offlevel-mpvpaper-layers.json	hypr/.config/hypr/scripts/quickshell-doctor	file	poisoned-offlevel-mpvpaper-layers.json	pair	named by the --self-test replay
S-14	17-03	wp_strip_markers	sym:hypr/.config/hypr/scripts/wallpaper-picker.sh::wp_strip_markers	hypr/.config/hypr/scripts/wallpaper-picker.sh	file	re:"\$WALLPAPER_OWNER" (snapshot|restore)	pair	the owner's snapshot (line ~109) and restore (line ~602) call sites, both present

# ── AMB-02 track ──────────────────────────────────────────────────────
S-15	17-04	install.sh guarded hyprpm block	sym:install.sh::HYPRPM_PLUGIN_URL	install.sh	array:PACMAN_PKGS	re:^[[:space:]]+cmake$	pair	hyprpm's own stated build toolchain
S-16	17-04	install.sh guarded hyprpm block	sym:install.sh::HYPRPM_PLUGIN_URL	install.sh	array:PACMAN_PKGS	re:^[[:space:]]+cpio$	pair	hyprpm's own stated build toolchain
S-17	17-04	install.sh guarded hyprpm block	sym:install.sh::HYPRPM_PLUGIN_URL	install.sh	array:AUR_PKGS	re:^[[:space:]]+rose-pine-hyprcursor$	pair	D-32 package half
S-18	17-04	hyprpm-complete.sh	exec:hypr/.config/hypr/scripts/hyprpm-complete.sh	hypr/.config/hypr/scripts/theme-init.sh	file	hyprpm-complete.sh	pair	one backgrounded, output-suppressed invocation before the exec into theme-apply
S-19	17-04	hyprpm dynamic-cursors cache artifact (D-38, host-only, root-owned)	dir:/var/cache/hyprpm/<user>/dynamic-cursors	-	-	-	warn	D-38: warn-only, never acted on. Operator remediation (never executed by this script): hyprpm remove dynamic-cursors
S-20	17-05	dynamic-cursors.lua config surface	file:hypr/.config/hypr/config/dynamic-cursors.lua	hypr/.config/hypr/hyprland.lua	file	require("config.dynamic-cursors")	pair	the 8th required module
S-21	17-05	HYPRCURSOR_THEME cursor pin (option-c, format-symmetry invariant)	sym:uwsm/.config/uwsm/env::HYPRCURSOR_THEME	hypr/.config/hypr/config/env.lua	file	HYPRCURSOR_THEME	branch	option-independent invariant only: 17-05's checkpoint resolved option-c, so both files pin theme names by construction - this row asserts uwsm/env and env.lua carry the token symmetrically, never a fixed value

# ── Invariants this phase promised not to violate ────────────────────
S-22	17-01	autostart.lua phase-17 token sweep	none	hypr/.config/hypr/config/autostart.lua	nocomment	re:wallpaper-visibility\.sh|wallpaper-fullscreen-watch\.sh|wallpaper-frames|hyprpm-complete\.sh|dynamic-cursors\.lua|dynamic_cursors|theme_engine_wallpaper_is_live_ref|theme_engine_wallpaper_frame_path|theme_engine_wallpaper_frame_offset|theme_engine_wallpaper_extract_frame|theme_engine_wallpaper_frame_repair|theme_engine_wallpaper_sync_owner|wp_strip_markers|_qsd_assert_mpvpaper_layers|_qsd_check_mpvpaper_layer_coexistence|_gaming_wallpaper_toggle|mpvpaper|rose-pine-hyprcursor|rose-pine-cursor|BreezeX-RosePine-Linux|HYPRCURSOR_THEME|HYPRCURSOR_SIZE	empty	D-15/D-35 no-new-entries prohibition, independently re-asserted from outside the four plans that each promised to honour it
S-23	17-01	stow.sh phase-17 token sweep (invariant token set, excludes S-02's own live/ literal)	none	stow.sh	nocomment	re:wallpaper-visibility\.sh|wallpaper-fullscreen-watch\.sh|wallpaper-frames|hyprpm-complete\.sh|dynamic-cursors\.lua|dynamic_cursors|theme_engine_wallpaper_is_live_ref|theme_engine_wallpaper_frame_path|theme_engine_wallpaper_frame_offset|theme_engine_wallpaper_extract_frame|theme_engine_wallpaper_frame_repair|theme_engine_wallpaper_sync_owner|wp_strip_markers|_qsd_assert_mpvpaper_layers|_qsd_check_mpvpaper_layer_coexistence|_gaming_wallpaper_toggle|mpvpaper|rose-pine-hyprcursor|rose-pine-cursor|BreezeX-RosePine-Linux|HYPRCURSOR_THEME|HYPRCURSOR_SIZE	empty	17-04/17-05 both claim they left stow.sh byte-unchanged; the invariant token set (deliberately narrower than S-02's own $theme_name/live literal) returns zero, confirming it from outside

# ── Named consumers that carry nothing (asserted, never skipped) ─────
E-01	17-06	windowrules.lua phase-17 token sweep + windowrules.conf reconciliation	none	hypr/.config/hypr/config/windowrules.lua	nocomment	re:wallpaper-visibility\.sh|wallpaper-fullscreen-watch\.sh|wallpaper-frames|hyprpm-complete\.sh|dynamic-cursors\.lua|dynamic_cursors|theme_engine_wallpaper_is_live_ref|theme_engine_wallpaper_frame_path|theme_engine_wallpaper_frame_offset|theme_engine_wallpaper_extract_frame|theme_engine_wallpaper_frame_repair|theme_engine_wallpaper_sync_owner|wp_strip_markers|_qsd_assert_mpvpaper_layers|_qsd_check_mpvpaper_layer_coexistence|_gaming_wallpaper_toggle|mpvpaper|rose-pine-hyprcursor|rose-pine-cursor|BreezeX-RosePine-Linux|HYPRCURSOR_THEME|HYPRCURSOR_SIZE	empty	criterion 3 names windowrules.conf, which does not exist (13.1 Lua cutover); windowrules.lua swept in its place. Token set deliberately excludes bare mpv and bare wallpaper-picker - the two pre-existing lines (:46 float rule class ^(mpv)$, :72-73 wallpaper-picker rule) that would false-positive under a lazy token
E-02	17-06	every *.qml in the repo - phase-17 token sweep	none	glob:*.qml	nocomment	re:wallpaper-visibility\.sh|wallpaper-fullscreen-watch\.sh|wallpaper-frames|hyprpm-complete\.sh|dynamic-cursors\.lua|dynamic_cursors|theme_engine_wallpaper_is_live_ref|theme_engine_wallpaper_frame_path|theme_engine_wallpaper_frame_offset|theme_engine_wallpaper_extract_frame|theme_engine_wallpaper_frame_repair|theme_engine_wallpaper_sync_owner|wp_strip_markers|_qsd_assert_mpvpaper_layers|_qsd_check_mpvpaper_layer_coexistence|_gaming_wallpaper_toggle|mpvpaper|rose-pine-hyprcursor|rose-pine-cursor|BreezeX-RosePine-Linux|HYPRCURSOR_THEME|HYPRCURSOR_SIZE	empty	38 *.qml files found live via find . -name '*.qml' -not -path './.git/*' at authoring time, matching plan-time count
E-03	17-06	QML in-QML video-decoding tripwire (criterion 1 boundary + Out of Scope entry)	none	glob:*.qml	nocomment	re:QtMultimedia|MediaPlayer|VideoOutput	empty	verified zero at plan time; this pass enforces it mechanically as both a criterion-3 drift check and a criterion-1/Out-of-Scope boundary check
